id;key;question;options_1234;options_1243;options_1324;options_1342;options_1423;options_1432;options_2134;options_2143;options_2314;options_2341;options_2413;options_2431;options_3124;options_3142;options_3214;options_3241;options_3412;options_3421;options_4123;options_4132;options_4213;options_4231;options_4312;options_4321
126;TRAITBIZMF2A_W36;In general, how do you think being decisive impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
127;TRAITBIZMF2B_W36;In general, how do you think being compassionate impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
128;TRAITBIZMF2C_W36;In general, how do you think being ambitious impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
129;TRAITBIZMF2D_W36;In general, how do you think being approachable impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
130;TRAITBIZMF2E_W36;In general, how do you think being assertive impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
131;TRAITBIZMF2F_W36;In general, how do you think showing emotions impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
132;TRAITBIZMF2G_W36;In general, how do you think being physically attractive impacts a man's chances of getting a top executive business position?;"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused']";"[""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances""]";"[""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", 'Refused']";"[""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused', ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused']";"[""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances""]";"[""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"[""Mostly hurts a man's chances"", 'Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly helps a man's chances"", 'Refused', ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", 'Refused']";"[""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", 'Refused', ""Mostly helps a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"[""Doesn't make much of a difference"", 'Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]";"['Refused', ""Mostly helps a man's chances"", ""Mostly hurts a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly helps a man's chances"", ""Doesn't make much of a difference"", ""Mostly hurts a man's chances""]";"['Refused', ""Mostly hurts a man's chances"", ""Mostly helps a man's chances"", ""Doesn't make much of a difference""]";"['Refused', ""Mostly hurts a man's chances"", ""Doesn't make much of a difference"", ""Mostly helps a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly helps a man's chances"", ""Mostly hurts a man's chances""]";"['Refused', ""Doesn't make much of a difference"", ""Mostly hurts a man's chances"", ""Mostly helps a man's chances""]"
133;EXECCHF2_W36;In general, what do you think is better for a woman who wants to reach a top executive position in business?;['Having children early on in her career', 'Waiting until she is well-established in her career to have children', 'Not having children at all', 'Refused'];['Having children early on in her career', 'Waiting until she is well-established in her career to have children', 'Refused', 'Not having children at all'];['Having children early on in her career', 'Not having children at all', 'Waiting until she is well-established in her career to have children', 'Refused'];['Having children early on in her career', 'Not having children at all', 'Refused', 'Waiting until she is well-established in her career to have children'];['Having children early on in her career', 'Refused', 'Waiting until she is well-established in her career to have children', 'Not having children at all'];['Having children early on in her career', 'Refused', 'Not having children at all', 'Waiting until she is well-established in her career to have children'];['Waiting until she is well-established in her career to have children', 'Having children early on in her career', 'Not having children at all', 'Refused'];['Waiting until she is well-established in her career to have children', 'Having children early on in her career', 'Refused', 'Not having children at all'];['Waiting until she is well-established in her career to have children', 'Not having children at all', 'Having children early on in her career', 'Refused'];['Waiting until she is well-established in her career to have children', 'Not having children at all', 'Refused', 'Having children early on in her career'];['Waiting until she is well-established in her career to have children', 'Refused', 'Having children early on in her career', 'Not having children at all'];['Waiting until she is well-established in her career to have children', 'Refused', 'Not having children at all', 'Having children early on in her career'];['Not having children at all', 'Having children early on in her career', 'Waiting until she is well-established in her career to have children', 'Refused'];['Not having children at all', 'Having children early on in her career', 'Refused', 'Waiting until she is well-established in her career to have children'];['Not having children at all', 'Waiting until she is well-established in her career to have children', 'Having children early on in her career', 'Refused'];['Not having children at all', 'Waiting until she is well-established in her career to have children', 'Refused', 'Having children early on in her career'];['Not having children at all', 'Refused', 'Having children early on in her career', 'Waiting until she is well-established in her career to have children'];['Not having children at all', 'Refused', 'Waiting until she is well-established in her career to have children', 'Having children early on in her career'];['Refused', 'Having children early on in her career', 'Waiting until she is well-established in her career to have children', 'Not having children at all'];['Refused', 'Having children early on in her career', 'Not having children at all', 'Waiting until she is well-established in her career to have children'];['Refused', 'Waiting until she is well-established in her career to have children', 'Having children early on in her career', 'Not having children at all'];['Refused', 'Waiting until she is well-established in her career to have children', 'Not having children at all', 'Having children early on in her career'];['Refused', 'Not having children at all', 'Having children early on in her career', 'Waiting until she is well-established in her career to have children'];['Refused', 'Not having children at all', 'Waiting until she is well-established in her career to have children', 'Having children early on in her career']
135;MOREWMN1F2_W36;Nowadays, more women are running for positions of political leadership than in the past. Do you think this is;['A good thing', 'A bad thing', 'Neither a good thing nor a bad thing', 'Refused'];['A good thing', 'A bad thing', 'Refused', 'Neither a good thing nor a bad thing'];['A good thing', 'Neither a good thing nor a bad thing', 'A bad thing', 'Refused'];['A good thing', 'Neither a good thing nor a bad thing', 'Refused', 'A bad thing'];['A good thing', 'Refused', 'A bad thing', 'Neither a good thing nor a bad thing'];['A good thing', 'Refused', 'Neither a good thing nor a bad thing', 'A bad thing'];['A bad thing', 'A good thing', 'Neither a good thing nor a bad thing', 'Refused'];['A bad thing', 'A good thing', 'Refused', 'Neither a good thing nor a bad thing'];['A bad thing', 'Neither a good thing nor a bad thing', 'A good thing', 'Refused'];['A bad thing', 'Neither a good thing nor a bad thing', 'Refused', 'A good thing'];['A bad thing', 'Refused', 'A good thing', 'Neither a good thing nor a bad thing'];['A bad thing', 'Refused', 'Neither a good thing nor a bad thing', 'A good thing'];['Neither a good thing nor a bad thing', 'A good thing', 'A bad thing', 'Refused'];['Neither a good thing nor a bad thing', 'A good thing', 'Refused', 'A bad thing'];['Neither a good thing nor a bad thing', 'A bad thing', 'A good thing', 'Refused'];['Neither a good thing nor a bad thing', 'A bad thing', 'Refused', 'A good thing'];['Neither a good thing nor a bad thing', 'Refused', 'A good thing', 'A bad thing'];['Neither a good thing nor a bad thing', 'Refused', 'A bad thing', 'A good thing'];['Refused', 'A good thing', 'A bad thing', 'Neither a good thing nor a bad thing'];['Refused', 'A good thing', 'Neither a good thing nor a bad thing', 'A bad thing'];['Refused', 'A bad thing', 'A good thing', 'Neither a good thing nor a bad thing'];['Refused', 'A bad thing', 'Neither a good thing nor a bad thing', 'A good thing'];['Refused', 'Neither a good thing nor a bad thing', 'A good thing', 'A bad thing'];['Refused', 'Neither a good thing nor a bad thing', 'A bad thing', 'A good thing']
136;MOREWMN2F2_W36;If there were more women in a national legislative body, do you think that body would;"['Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Refused']";"['Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems', 'Refused', ""The number of women in the legislature doesn't have much to with this""]";"['Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems', 'Refused']";"['Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Refused', 'Do a worse job of dealing with societal problems']";"['Do a better job of dealing with societal problems', 'Refused', 'Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this""]";"['Do a better job of dealing with societal problems', 'Refused', ""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems']";"['Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Refused']";"['Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems', 'Refused', ""The number of women in the legislature doesn't have much to with this""]";"['Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems', 'Refused']";"['Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Refused', 'Do a better job of dealing with societal problems']";"['Do a worse job of dealing with societal problems', 'Refused', 'Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this""]";"['Do a worse job of dealing with societal problems', 'Refused', ""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems']";"[""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems', 'Refused']";"[""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems', 'Refused', 'Do a worse job of dealing with societal problems']";"[""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems', 'Refused']";"[""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems', 'Refused', 'Do a better job of dealing with societal problems']";"[""The number of women in the legislature doesn't have much to with this"", 'Refused', 'Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems']";"[""The number of women in the legislature doesn't have much to with this"", 'Refused', 'Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems']";"['Refused', 'Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this""]";"['Refused', 'Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems']";"['Refused', 'Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this""]";"['Refused', 'Do a worse job of dealing with societal problems', ""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems']";"['Refused', ""The number of women in the legislature doesn't have much to with this"", 'Do a better job of dealing with societal problems', 'Do a worse job of dealing with societal problems']";"['Refused', ""The number of women in the legislature doesn't have much to with this"", 'Do a worse job of dealing with societal problems', 'Do a better job of dealing with societal problems']"
