id;key;option;likert_question;scale
83;BETTERPOL2F1D_W36;No difference;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with national security and defense? To what extent do you agree with the following statement: There is no difference between men and women in high political offices when it comes to dealing with national security and defense. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
84;BETTERPOL2F1E_W36;Men are better;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with the federal budget deficit? To what extent do you agree with the following statement: Men in high political offices are better at dealing with the federal budget deficit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
84;BETTERPOL2F1E_W36;Women are better;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with the federal budget deficit? To what extent do you agree with the following statement: Women in high political offices are better at dealing with the federal budget deficit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
84;BETTERPOL2F1E_W36;No difference;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with the federal budget deficit? To what extent do you agree with the following statement: There is no difference between men and women in high political offices when it comes to dealing with the federal budget deficit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
85;BETTERPOL2F1F_W36;Men are better;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with gun policy? To what extent do you agree with the following statement: Men in high political offices are better at dealing with gun policy. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
85;BETTERPOL2F1F_W36;Women are better;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with gun policy? To what extent do you agree with the following statement: Women in high political offices are better at dealing with gun policy. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
85;BETTERPOL2F1F_W36;No difference;Thinking about some specific policy areas, in general, do you think men or women in high political offices are better at dealing with gun policy? To what extent do you agree with the following statement: There is no difference between men and women in high political offices when it comes to dealing with gun policy. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
86;BETTERBIZ1F2A_W36;Men are better;In general, do you think men or women in top executive business positions are better at being honest and ethical? To what extent do you agree with the following statement: Men in top executive business positions are better at being honest and ethical. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
86;BETTERBIZ1F2A_W36;Women are better;In general, do you think men or women in top executive business positions are better at being honest and ethical? To what extent do you agree with the following statement: Women in top executive business positions are better at being honest and ethical. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
86;BETTERBIZ1F2A_W36;No difference;In general, do you think men or women in top executive business positions are better at being honest and ethical? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to being honest and ethical. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
87;BETTERBIZ1F2B_W36;Men are better;In general, do you think men or women in top executive business positions are better at being compassionate and empathetic? To what extent do you agree with the following statement: Men in top executive business positions are better at being compassionate and empathetic. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
87;BETTERBIZ1F2B_W36;Women are better;In general, do you think men or women in top executive business positions are better at being compassionate and empathetic? To what extent do you agree with the following statement: Women in top executive business positions are better at being compassionate and empathetic. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
87;BETTERBIZ1F2B_W36;No difference;In general, do you think men or women in top executive business positions are better at being compassionate and empathetic? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to being compassionate and empathetic. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
88;BETTERBIZ1F2C_W36;Men are better;In general, do you think men or women in top executive business positions are better at working out compromises? To what extent do you agree with the following statement: Men in top executive business positions are better at working out compromises. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
88;BETTERBIZ1F2C_W36;Women are better;In general, do you think men or women in top executive business positions are better at working out compromises? To what extent do you agree with the following statement: Women in top executive business positions are better at working out compromises. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
88;BETTERBIZ1F2C_W36;No difference;In general, do you think men or women in top executive business positions are better at working out compromises? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to working out compromises. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
89;BETTERBIZ1F2D_W36;Men are better;In general, do you think men or women in top executive business positions are better at working well under pressure? To what extent do you agree with the following statement: Men in top executive business positions are better at working well under pressure. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
89;BETTERBIZ1F2D_W36;Women are better;In general, do you think men or women in top executive business positions are better at working well under pressure? To what extent do you agree with the following statement: Women in top executive business positions are better at working well under pressure. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
89;BETTERBIZ1F2D_W36;No difference;In general, do you think men or women in top executive business positions are better at working well under pressure? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to working well under pressure. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
90;BETTERBIZ1F2E_W36;Men are better;In general, do you think men or women in top executive business positions are better at being willing to take risks? To what extent do you agree with the following statement: Men in top executive business positions are better at being willing to take risks. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
90;BETTERBIZ1F2E_W36;Women are better;In general, do you think men or women in top executive business positions are better at being willing to take risks? To what extent do you agree with the following statement: Women in top executive business positions are better at being willing to take risks. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
90;BETTERBIZ1F2E_W36;No difference;In general, do you think men or women in top executive business positions are better at being willing to take risks? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to being willing to take risks. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
91;BETTERBIZ1F2F_W36;Men are better;In general, do you think men or women in top executive business positions are better at valuing people from different backgrounds? To what extent do you agree with the following statement: Men in top executive business positions are better at valuing people from different backgrounds. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
91;BETTERBIZ1F2F_W36;Women are better;In general, do you think men or women in top executive business positions are better at valuing people from different backgrounds? To what extent do you agree with the following statement: Women in top executive business positions are better at valuing people from different backgrounds. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
91;BETTERBIZ1F2F_W36;No difference;In general, do you think men or women in top executive business positions are better at valuing people from different backgrounds? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to valuing people from different backgrounds. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
92;BETTERBIZ1F2G_W36;Men are better;In general, do you think men or women in top executive business positions are better at providing fair pay and good benefits? To what extent do you agree with the following statement: Men in top executive business positions are better at providing fair pay and good benefits. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
92;BETTERBIZ1F2G_W36;Women are better;In general, do you think men or women in top executive business positions are better at providing fair pay and good benefits? To what extent do you agree with the following statement: Women in top executive business positions are better at providing fair pay and good benefits. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
92;BETTERBIZ1F2G_W36;No difference;In general, do you think men or women in top executive business positions are better at providing fair pay and good benefits? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to providing fair pay and good benefits. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
93;BETTERBIZ1F2H_W36;Men are better;In general, do you think men or women in top executive business positions are better at negotiating profitable deals? To what extent do you agree with the following statement: Men in top executive business positions are better at negotiating profitable deals. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
93;BETTERBIZ1F2H_W36;Women are better;In general, do you think men or women in top executive business positions are better at negotiating profitable deals? To what extent do you agree with the following statement: Women in top executive business positions are better at negotiating profitable deals. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
93;BETTERBIZ1F2H_W36;No difference;In general, do you think men or women in top executive business positions are better at negotiating profitable deals? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to negotiating profitable deals. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
94;BETTERBIZ1F2I_W36;Men are better;In general, do you think men or women in top executive business positions are better at considering the impact of business decisions on society? To what extent do you agree with the following statement: Men in top executive business positions are better at considering the impact of business decisions on society. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
94;BETTERBIZ1F2I_W36;Women are better;In general, do you think men or women in top executive business positions are better at considering the impact of business decisions on society? To what extent do you agree with the following statement: Women in top executive business positions are better at considering the impact of business decisions on society. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
94;BETTERBIZ1F2I_W36;No difference;In general, do you think men or women in top executive business positions are better at considering the impact of business decisions on society? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to considering the impact of business decisions on society. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
95;BETTERBIZ1F2J_W36;Men are better;In general, do you think men or women in top executive business positions are better at providing guidance or mentorship to young employees? To what extent do you agree with the following statement: Men in top executive business positions are better at providing guidance or mentorship to young employees. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
95;BETTERBIZ1F2J_W36;Women are better;In general, do you think men or women in top executive business positions are better at providing guidance or mentorship to young employees? To what extent do you agree with the following statement: Women in top executive business positions are better at providing guidance or mentorship to young employees. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
95;BETTERBIZ1F2J_W36;No difference;In general, do you think men or women in top executive business positions are better at providing guidance or mentorship to young employees? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to providing guidance or mentorship to young employees. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
96;BETTERBIZ1F2K_W36;Men are better;In general, do you think men or women in top executive business positions are better at creating a safe and respectful workplace? To what extent do you agree with the following statement: Men in top executive business positions are better at creating a safe and respectful workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
96;BETTERBIZ1F2K_W36;Women are better;In general, do you think men or women in top executive business positions are better at creating a safe and respectful workplace? To what extent do you agree with the following statement: Women in top executive business positions are better at creating a safe and respectful workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
96;BETTERBIZ1F2K_W36;No difference;In general, do you think men or women in top executive business positions are better at creating a safe and respectful workplace? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to creating a safe and respectful workplace. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
97;BETTERBIZ1F2L_W36;Men are better;In general, do you think men or women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit? To what extent do you agree with the following statement: Men in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
97;BETTERBIZ1F2L_W36;Women are better;In general, do you think men or women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit? To what extent do you agree with the following statement: Women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
97;BETTERBIZ1F2L_W36;No difference;In general, do you think men or women in top executive business positions are better at standing up for what they believe in, despite pressure to make a profit? To what extent do you agree with the following statement: There is no difference between men and women in top executive business positions when it comes to standing up for what they believe in, despite pressure to make a profit. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
98;BETTERBIZ2F2A_W36;Men would do a better job;In general, do you think men or women would do a better job running a major technology company? To what extent do you agree with the following statement: Men would do a better job running a major technology company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
98;BETTERBIZ2F2A_W36;Women would do a better job;In general, do you think men or women would do a better job running a major technology company? To what extent do you agree with the following statement: Women would do a better job running a major technology company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
98;BETTERBIZ2F2A_W36;No difference;In general, do you think men or women would do a better job running a major technology company? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a major technology company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
99;BETTERBIZ2F2B_W36;Men would do a better job;In general, do you think men or women would do a better job running a major retail chain? To what extent do you agree with the following statement: Men would do a better job running a major retail chain. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
99;BETTERBIZ2F2B_W36;Women would do a better job;In general, do you think men or women would do a better job running a major retail chain? To what extent do you agree with the following statement: Women would do a better job running a major retail chain. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
99;BETTERBIZ2F2B_W36;No difference;In general, do you think men or women would do a better job running a major retail chain? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a major retail chain. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
100;BETTERBIZ2F2C_W36;Men would do a better job;In general, do you think men or women would do a better job running a large bank or financial institution? To what extent do you agree with the following statement: Men would do a better job running a large bank or financial institution. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
100;BETTERBIZ2F2C_W36;Women would do a better job;In general, do you think men or women would do a better job running a large bank or financial institution? To what extent do you agree with the following statement: Women would do a better job running a large bank or financial institution. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
100;BETTERBIZ2F2C_W36;No difference;In general, do you think men or women would do a better job running a large bank or financial institution? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a large bank or financial institution. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
101;BETTERBIZ2F2D_W36;Men would do a better job;In general, do you think men or women would do a better job running a large oil or gas company? To what extent do you agree with the following statement: Men would do a better job running a large oil or gas company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
101;BETTERBIZ2F2D_W36;Women would do a better job;In general, do you think men or women would do a better job running a large oil or gas company? To what extent do you agree with the following statement: Women would do a better job running a large oil or gas company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
101;BETTERBIZ2F2D_W36;No difference;In general, do you think men or women would do a better job running a large oil or gas company? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a large oil or gas company. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
102;BETTERBIZ2F2E_W36;Men would do a better job;In general, do you think men or women would do a better job running a major hospital? To what extent do you agree with the following statement: Men would do a better job running a major hospital. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
102;BETTERBIZ2F2E_W36;Women would do a better job;In general, do you think men or women would do a better job running a major hospital? To what extent do you agree with the following statement: Women would do a better job running a major hospital. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
102;BETTERBIZ2F2E_W36;No difference;In general, do you think men or women would do a better job running a major hospital? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a major hospital. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
103;BETTERBIZ2F2F_W36;Men would do a better job;In general, do you think men or women would do a better job running a professional sports team? To what extent do you agree with the following statement: Men would do a better job running a professional sports team. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
103;BETTERBIZ2F2F_W36;Women would do a better job;In general, do you think men or women would do a better job running a professional sports team? To what extent do you agree with the following statement: Women would do a better job running a professional sports team. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
103;BETTERBIZ2F2F_W36;No difference;In general, do you think men or women would do a better job running a professional sports team? To what extent do you agree with the following statement: There is no difference between men and women in their ability to run a professional sports team. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
104;TRAITPOLWF1A_W36;Mostly helps a woman's chances;In general, how do you think being decisive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
104;TRAITPOLWF1A_W36;Mostly hurts a woman's chances;In general, how do you think being decisive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
104;TRAITPOLWF1A_W36;Doesn't make much of a difference;In general, how do you think being decisive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
105;TRAITPOLWF1B_W36;Mostly helps a woman's chances;In general, how do you think being compassionate impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
105;TRAITPOLWF1B_W36;Mostly hurts a woman's chances;In general, how do you think being compassionate impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
105;TRAITPOLWF1B_W36;Doesn't make much of a difference;In general, how do you think being compassionate impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
106;TRAITPOLWF1C_W36;Mostly helps a woman's chances;In general, how do you think being ambitious impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
106;TRAITPOLWF1C_W36;Mostly hurts a woman's chances;In general, how do you think being ambitious impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
106;TRAITPOLWF1C_W36;Doesn't make much of a difference;In general, how do you think being ambitious impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being ambitious doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
107;TRAITPOLWF1D_W36;Mostly helps a woman's chances;In general, how do you think being approachable impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
107;TRAITPOLWF1D_W36;Mostly hurts a woman's chances;In general, how do you think being approachable impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
107;TRAITPOLWF1D_W36;Doesn't make much of a difference;In general, how do you think being approachable impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being approachable doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
108;TRAITPOLWF1E_W36;Mostly helps a woman's chances;In general, how do you think being assertive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
108;TRAITPOLWF1E_W36;Mostly hurts a woman's chances;In general, how do you think being assertive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
108;TRAITPOLWF1E_W36;Doesn't make much of a difference;In general, how do you think being assertive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being assertive doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
109;TRAITPOLWF1F_W36;Mostly helps a woman's chances;In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Showing emotions mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
109;TRAITPOLWF1F_W36;Mostly hurts a woman's chances;In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Showing emotions mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
109;TRAITPOLWF1F_W36;Doesn't make much of a difference;In general, how do you think showing emotions impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Showing emotions doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
110;TRAITPOLWF1G_W36;Mostly helps a woman's chances;In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being physically attractive mostly helps a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
110;TRAITPOLWF1G_W36;Mostly hurts a woman's chances;In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being physically attractive mostly hurts a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
110;TRAITPOLWF1G_W36;Doesn't make much of a difference;In general, how do you think being physically attractive impacts a woman's chances of getting elected to high political office? To what extent do you agree with the following statement: Being physically attractive doesn't make much of a difference for a woman's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
111;TRAITPOLMF1A_W36;Mostly helps a man's chances;In general, how do you think being decisive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
111;TRAITPOLMF1A_W36;Mostly hurts a man's chances;In general, how do you think being decisive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive mostly hurts a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
111;TRAITPOLMF1A_W36;Doesn't make much of a difference;In general, how do you think being decisive impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being decisive doesn't make much of a difference for a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
112;TRAITPOLMF1B_W36;Mostly helps a man's chances;In general, how do you think being compassionate impacts a man's chances of getting elected to high political office? To what extent do you agree with the following statement: Being compassionate mostly helps a man's chances of getting elected to high political office. Please rate your agreement from 1 (strongly disagree) to 4 (strongly agree).;1=Strongly disagree, 2=Disagree, 3=Agree, 4=Strongly agree
